    main_id    |        ra         |        dec        |       sp_type        |  B  |  V
"* Q Pup"      |117.08399885493667 |-47.07772423459194 |"K0IIIb"              |5.77 |4.71
"* tau Pup"    |102.48403810537876 |-50.61453869751139 |"K1III"               |4.13 |2.93
"* iot Eri"    |40.166811874223335 |-39.855376525024454|"K0IIIb"              |5.114|4.116
"* lam Vel"    |136.99899113791412 |-43.432590908860746|"K4Ib"                |3.86 |2.21
"* Q Car"      |113.91550959642001 |-52.53383586569    |"K3III"               |6.318|4.92
"* gam Pic"    |87.45691693656126  |-56.16666602259251 |"K1III"               |5.589|4.494
"* c Vel"      |136.03866521203622 |-47.097735077495564|"K2III"               |4.95 |3.75
"* e02 Car"    |128.83210465488    |-58.00923685542    |"K0III"               |5.845|4.847
"* eps Car"    |125.62848024272952 |-59.509484191917416|"K3:III+B2:V"         |3.13 |1.86
"*  36 Dor"    |88.52522743824083  |-63.08978028735111 |"K2III-IV"            |5.7  |4.66
"* iot Ret"    |60.325629197820824 |-61.078822923806115|"K4III"               |6.37 |4.956
"* eps Ret"    |64.12095061260834  |-59.302154414251106|"K2III"               |5.52 |4.44
"* N Vel"      |142.80549230320247 |-57.03437645056388 |"K5III"               |4.691|3.139
"* tet Dor"    |78.43939878111     |-67.185258274      |"K2+III"              |6.097|4.801
"* bet Ret"    |56.04992267531208  |-64.80691413207694 |"K2-IIIb"             |4.968|3.833
"* bet Vol"    |126.43414610922872 |-66.13688790317111 |"K2III"               |4.896|3.759
"* gam02 Vol"  |107.18694039829    |-70.4989304021     |"K0III"               |4.774|3.746
"V* GZ Vel"    |154.90313630390168 |-55.02930532998111 |"K2.5II"              |6.146|4.543
"* r Car"      |158.89707441662253 |-57.557633601364444|"K3II-IIb"            |6.043|4.43
"* t02 Car"    |159.68748437816    |-59.182995750139995|"K4/5(III)"           |6.51 |4.87
"* q Car"      |154.27073140194167 |-61.33230464139612 |"K2.5II"              |4.899|3.35
"* u Car"      |163.37356713128625 |-58.85317036981778 |"K0IV"                |4.74 |3.79
"* w Car"      |160.88453953976    |-60.566620770969166|"K4III"               |6.219|4.545
"* tet Cha"    |125.16057952578583 |-77.48447920000307 |"K2IIIbCN0.5"         |5.504|4.337
"* nu. Hyi"    |42.61858164667     |-75.06694825974    |"K3III"               |6.08 |4.742
"HD  91496"    |157.75858549275    |-73.22149261562    |"K4/5III"             |6.588|4.92
"* gam Cha"    |158.86710645807833 |-78.60778853923416 |"K4III"               |5.7  |4.12
"* B Cen"      |177.78621333642    |-45.17346991659001 |"K3III"               |5.76 |4.46
"* mu. Mus"    |177.06056292066    |-66.81490961192    |"K4III"               |6.282|4.728
"* tet Oct"    |0.39874771198458336|-77.06572535204721 |"K3III"               |6.049|4.783
"* eps Phe"    |2.3526670558199996 |-45.74742390816    |"K0III"               |4.89 |3.87
"* eps Cru"    |185.3400338906829  |-60.40114813057249 |"K3III"               |4.98 |3.57
"* del Mus"    |195.56773571432208 |-71.54885898133195 |"K2III"               |4.79 |3.61
"* del Oct"    |216.73013379233663 |-83.6678847301364  |"K2III"               |5.615|4.304
"* iot Cru"    |191.40854861858    |-60.98132118807    |"K0III"               |5.738|4.686
"HD 115211"    |199.30422079693    |-66.7834390263     |"K2Ib/II"             |6.326|4.846
"* alf Aps"    |221.96546289704744 |-79.04475355458166 |"K3IIICN0.5"          |5.247|3.798
"* nu. Oct"    |325.3689251479717  |-77.39000876162    |"K1III"               |4.745|3.728
"* w Cen"      |190.64771378314288 |-48.813110316239715|"K0III"               |5.76 |4.66
"* zet Gru"    |345.22003148243    |-52.75411085788    |"K1IIIFe-1.2CN-0.5"   |5.086|4.115
"* e Cen"      |193.27877637169166 |-48.94331288258333 |"K3/4III"             |5.7  |4.33
"HD 121474"    |209.41201490412996 |-63.68669831684    |"K1.5IIIb:"           |5.802|4.701
"* bet Aps"    |250.76941073843165 |-77.51743314838694 |"K0III"               |5.3  |4.24
"* alf Tuc"    |334.62546848872375 |-60.259629544748336|"K3III"               |4.18 |2.82
"* eta Gru"    |341.40784143152    |-53.50011986995    |"K2IIICNIV"           |6.019|4.846
"* iot Gru"    |347.5897011042054  |-45.246709468953334|"K1III"               |4.877|3.877
"* eps TrA"    |234.1800951798441  |-66.31703762546667 |"K1/2III"             |5.27 |4.104
"* zet Pav"    |280.75890139645867 |-71.42811561050279 |"K0III"               |5.138|4.003
"* eps Ind"    |330.8402234423433  |-56.785978554364995|"K5V"                 |5.75 |4.69
"* alf Cen B"  |219.89609628987276 |-60.83752756558407 |"K1V"                 |2.21 |1.33
"* eps Cir"    |229.41205445473997 |-63.61046753678    |"K2III"               |6.101|4.849
"* alf TrA"    |252.1662295073803  |-69.02771184691984 |"K2III_Ba1"           |3.33 |1.88
"* zet Aps"    |260.49782373427    |-67.77066898815    |"K2-III"              |5.99 |4.78
"* eta Pav"    |266.43328165493534 |-64.72387146468638 |"K2II"                |4.769|3.581
"* bet Ind"    |313.7024920504803  |-58.45414476248056 |"K1II"                |4.9  |3.65
"* eta Ara"    |252.44648454732084 |-59.041379347122216|"K5III"               |5.306|3.744
"* ksi Pav"    |275.80682218129    |-61.49391192172    |"K4III"               |5.834|4.367
"* zet Ara"    |254.65505070374996 |-55.99014452833334 |"K3III"               |4.701|3.076
"* ksi Tel"    |301.84648944839    |-52.880792784149996|"K5III"               |6.56 |4.94
"* eps01 Ara"  |254.89603381878212 |-53.16043786885306 |"K3III"               |5.489|4.05
"* bet Ara"    |261.3249491888263  |-55.529881687777774|"K0/1Ib"              |4.31 |2.85
"* alf Ind"    |309.3918007182825  |-47.29150144924972 |"K0III-IV"            |4.11 |3.11
"* zet Ind"    |312.37067736336    |-46.2268269802     |"K5III"               |6.39 |4.882
"* gam02 Nor"  |244.96009294998038 |-50.15550599744805 |"K0III"               |5.1  |4.02
"* ome Lup"    |234.5133623464971  |-42.56733568869945 |"K3III"               |5.75 |4.33
"* zet Tel"    |277.20774737590614 |-49.07058832071611 |"K1III-IV"            |5.12 |4.11
"* iot Tel"    |293.8041097609399  |-48.0991990457     |"K0III"               |5.977|4.879
"HD 143009"    |239.87611090589496 |-41.74443835432055 |"K0II/III"            |5.962|4.984
"* eps Tel"    |272.80733845863    |-45.95441177376    |"K0III"               |5.518|4.508
"* iot Sgr"    |298.81539480844083 |-41.868304455765   |"K0II/III"            |5.21 |4.13
"*   1 Peg"    |320.5216645640862  |19.804510421934445 |"K1III"               |5.2  |4.09
"* bet01 Cyg A"|292.68035069583334 |27.959692797222218 |"K3II"                |4.63 |3.2
"* rho Ori"    |78.32283087218     |2.8612392074300006 |"K1III"               |5.72 |4.48
"*  31 Cyg"    |303.4079509877     |46.74132267168     |"K3Ib+B2IV-V"         |5.08 |3.8
"* gam Cae"    |76.10167558273     |-35.48297537488    |"K2III-IIIb"          |5.792|4.574
"* eps Car A"  |125.6284741        |-59.509480700000005|"K3:III"              |3.86 |2.01
